court_num,circuit_num,end_year,start_year,judge_name,year,name_perm
1095,4,2010.0,1965.0,"Maxwell, Robert Earl",0,ROBERT EARL MAXWELL
1086,11,2022.0,2014.0,"May, Leigh Martin",0,LEIGH MARTIN MAY
13,13,2022.0,1987.0,"Mayer, Haldane Robert",0,HALDANE ROBERT MAYER
1119,6,2022.0,2002.0,"Mays, Samuel H., Jr.",0,SAMUEL H MAYS
1083,11,2022.0,2019.0,"Maze, Corey Landon",0,COREY LANDON MAZE
1071,5,2022.0,2014.0,"Mazzant, Amos Louis III",0,AMOS LOUIS MAZZANT
1026,1,2004.0,1978.0,"Mazzone, A. David",0,A DAVID MAZZONE
1034,1,2022.0,1992.0,"McAuliffe, Steven J.",0,STEVEN J MCAULIFFE
1091,2,2022.0,1986.0,"McAvoy, Thomas James",0,THOMAS JAMES MCAVOY
1094,5,2022.0,1990.0,"McBryde, John H.",0,JOHN H MCBRYDE
1034,1,2022.0,2013.0,"McCafferty, Landya B.",0,LANDYA B MCCAFFERTY
1119,6,2022.0,1992.0,"McCalla, Jon Phipps",0,JON PHIPPS MCCALLA
1081,3,2010.0,1990.0,"McClure, James Focht, Jr.",0,JAMES FOCHT MCCLURE
1045,1,2022.0,2011.0,"McConnell, John James, Jr.",0,JOHN JAMES MCCONNELL
10,10,2009.0,2002.0,"McConnell, Michael W.",0,MICHAEL W MCCONNELL
1117,3,2008.0,1970.0,"McCune, Barron Patterson",0,BARRON PATTERSON MCCUNE
1091,2,2014.0,1979.0,"McCurn, Neal Peters",0,NEAL PETERS MCCURN
1003,7,2014.0,1998.0,"McCuskey, Michael Patrick",0,MICHAEL PATRICK MCCUSKEY
1003,7,2022.0,1991.0,"McDade, Joe Billy",0,JOE BILLY MCDADE
1073,9,2007.0,1985.0,"McDonald, Alan Angus",0,ALAN ANGUS MCDONALD
1070,6,2022.0,2015.0,"McDonough, Travis Randall",0,TRAVIS RANDALL MCDONOUGH
1045,1,2022.0,2019.0,"McElroy, Mary Susan",0,MARY SUSAN MCELROY
1010,12,2022.0,2017.0,"McFadden, Trevor Neil",0,TREVOR NEIL MCFADDEN
1105,6,2022.0,2019.0,"McFarland, Matthew Walden",0,MATTHEW WALDEN MCFARLAND
1068,3,1999.0,1974.0,"McGlynn, Joseph Leo, Jr.",0,JOSEPH LEO MCGLYNN
1100,7,2022.0,2020.0,"McGlynn, Stephen Patrick",0,STEPHEN PATRICK MCGLYNN
1122,9,2021.0,1971.0,"McGovern, Walter Thomas",0,WALTER THOMAS MCGOVERN
10,10,2022.0,2014.0,"McHugh, Carolyn Baldwin",0,CAROLYN BALDWIN MCHUGH
1068,3,2022.0,2014.0,"McHugh, Gerald Austin, Jr.",0,GERALD AUSTIN MCHUGH
10,10,2020.0,1977.0,"McKay, Monroe G.",0,MONROE G MCKAY
1111,6,2005.0,1992.0,"McKeague, David William",0,DAVID WILLIAM MCKEAGUE
6,6,2022.0,2005.0,"McKeague, David William",0,DAVID WILLIAM MCKEAGUE
3,3,2022.0,1994.0,"McKee, Theodore Alexander",0,THEODORE ALEXANDER MCKEE
1013,3,2002.0,1992.0,"McKelvie, Roderick R.",0,RODERICK R MCKELVIE
1104,2,2022.0,1990.0,"McKenna, Lawrence M.",0,LAWRENCE M MCKENNA
9,9,2022.0,1998.0,"McKeown, M. Margaret",0,M MARGARET MCKEOWN
1033,9,2022.0,1984.0,"McKibben, Howard D.",0,HOWARD D MCKIBBEN
1109,6,2022.0,1995.0,"McKinley, Joseph H., Jr.",0,JOSEPH H MCKINLEY
1101,7,2017.0,1987.0,"McKinney, Larry J.",0,LARRY J MCKINNEY
1115,4,2004.0,2003.0,"McKnight, H[arold] Brent",0,HAROLD BRENT MCKNIGHT
2,2,2013.0,1990.0,"McLaughlin, Joseph Michael",0,JOSEPH MICHAEL MCLAUGHLIN
1002,9,1999.0,1992.0,"McLaughlin, Linda Hodge",0,LINDA HODGE MCLAUGHLIN
1068,3,2020.0,2000.0,"McLaughlin, Mary A.",0,MARY A MCLAUGHLIN
1117,3,2013.0,1994.0,"McLaughlin, Sean J.",0,SEAN J MCLAUGHLIN
1104,2,2022.0,1998.0,"McMahon, Colleen",0,COLLEEN  MCMAHON
1089,8,2017.0,1962.0,"McManus, Edward Joseph",0,EDWARD JOSEPH MCMANUS
8,8,2006.0,1978.0,"McMillian, Theodore",0,THEODORE  MCMILLIAN
1061,5,2014.0,1982.0,"McNamara, A. J.",0,A J MCNAMARA
1006,9,2022.0,1990.0,"McNamee, Stephen M.",0,STEPHEN M MCNAMEE
1103,5,2022.0,2020.0,"McNeel, Taylor Brantley",0,TAYLOR BRANTLEY MCNEEL
1035,3,2022.0,2012.0,"McNulty, Kevin",0,KEVIN  MCNULTY
1119,6,2004.0,1966.0,"McRae, Robert Malcolm, Jr.",0,ROBERT MALCOLM MCRAE
1041,9,2022.0,2013.0,"McShane, Michael Jerome",0,MICHAEL JEROME MCSHANE
1117,3,2021.0,2002.0,"McVerry, Terrence F.",0,TERRENCE F MCVERRY
10,10,2013.0,1970.0,"McWilliams, Robert Hugh, Jr.",0,ROBERT HUGH MCWILLIAMS
1094,5,2022.0,1991.0,"Means, Terry R.",0,TERRY R MEANS
1036,10,2002.0,1970.0,"Mechem, Edwin Leard",0,EDWIN LEARD MECHEM
1010,12,2022.0,2014.0,"Mehta, Amit Priyavadan",0,AMIT PRIYAVADAN MEHTA
1110,5,2022.0,1994.0,"Melancon, Tucker L.",0,TUCKER L MELANCON
1021,10,2022.0,2008.0,"Melgren, Eric F.",0,ERIC F MELGREN
1089,8,2002.0,1992.0,"Melloy, Michael Joseph",0,MICHAEL JOSEPH MELLOY
8,8,2022.0,2002.0,"Melloy, Michael Joseph",0,MICHAEL JOSEPH MELLOY
1077,11,2015.0,1977.0,"Melton, Howell Webster, Sr.",0,HOWELL WEBSTER MELTON
2,2,2022.0,2019.0,"Menashi, Steven James",0,STEVEN JAMES MENASHI
1117,3,2007.0,1982.0,"Mencer, Glenn Everell",0,GLENN EVERELL MENCER
1058,9,2022.0,2008.0,"Mendez, John A.",0,JOHN A MENDEZ
1077,11,2022.0,2014.0,"Mendoza, Carlos Eduardo",0,CARLOS EDUARDO MENDOZA
1073,9,2022.0,2014.0,"Mendoza, Salvador, Jr.",0,SALVADOR  MENDOZA
1061,5,2001.0,1982.0,"Mentz, Henry Alvan, Jr.",0,HENRY ALVAN MENTZ
6,6,2022.0,1977.0,"Merritt, Gilbert Stroud, Jr.",0,GILBERT STROUD MERRITT
1077,11,2022.0,1992.0,"Merryday, Steven Douglas",0,STEVEN DOUGLAS MERRYDAY
2,2,2007.0,1975.0,"Meskill, Thomas Joseph",0,THOMAS JOSEPH MESKILL
1025,4,2022.0,1993.0,"Messitte, Peter Jo",0,PETER JO MESSITTE
1104,2,2009.0,1959.0,"Metzner, Charles Miller",0,CHARLES MILLER METZNER
1012,2,2022.0,2014.0,"Meyer, Jeffrey Alker",0,JEFFREY ALKER MEYER
1121,4,2005.0,1980.0,"Michael, James Harry, Jr.",0,JAMES HARRY MICHAEL
4,4,2011.0,1993.0,"Michael, M. Blane",0,M BLANE MICHAEL
13,13,2010.0,1988.0,"Michel, Paul Redmond",0,PAUL REDMOND MICHEL
1062,6,2022.0,2014.0,"Michelson, Laurie Jill",0,LAURIE JILL MICHELSON
1085,11,2021.0,1998.0,"Mickle, Stephan P.",0,STEPHAN P MICKLE
1098,11,2022.0,1997.0,"Middlebrooks, Donald M.",0,DONALD M MIDDLEBROOKS
1003,7,2022.0,1982.0,"Mihm, Michael Martin",0,MICHAEL MARTIN MIHM
1061,5,2022.0,2011.0,"Milazzo, Jane Margaret Triche",0,JANE MARGARET TRICHE MILAZZO
6,6,2016.0,1984.0,"Milburn, Herbert Theodore",0,HERBERT THEODORE MILBURN
1111,6,2013.0,1974.0,"Miles, Wendell Alverson",0,WENDELL ALVERSON MILES
1116,10,2022.0,1994.0,"Miles-LaGrange, Vicki",0,VICKI  MILES-LAGRANGE
1057,8,2022.0,2008.0,"Miller, Brian Stacy",0,BRIAN STACY MILLER
9,9,2022.0,2019.0,"Miller, Eric David",0,ERIC DAVID MILLER
1106,5,2022.0,2006.0,"Miller, Gray Hampton",0,GRAY HAMPTON MILLER
1097,9,2022.0,1997.0,"Miller, Jeffrey T.",0,JEFFREY T MILLER
1088,7,2022.0,1985.0,"Miller, Robert Lowell, Jr.",0,ROBERT LOWELL MILLER
1009,10,2013.0,1996.0,"Miller, Walker David",0,WALKER DAVID MILLER
12,12,2022.0,2013.0,"Millett, Patricia Ann",0,PATRICIA ANN MILLETT
1090,5,2022.0,2001.0,"Mills, Michael P.",0,MICHAEL P MILLS
1003,7,2022.0,1985.0,"Mills, Richard Henry",0,RICHARD HENRY MILLS
1110,5,2018.0,2003.0,"Minaldi, Patricia Head",0,PATRICIA HEAD MINALDI
2,2,2012.0,1985.0,"Miner, Roger Jeffrey",0,ROGER JEFFREY MINER
1065,2,2004.0,1960.0,"Mishler, Jacob",0,JACOB  MISHLER
1061,5,2001.0,1966.0,"Mitchell, Lansing Leroy",0,LANSING LEROY MITCHELL
1077,11,2022.0,2020.0,"Mizelle, Kathryn Kimball",0,KATHRYN KIMBALL MIZELLE
1031,9,2022.0,1996.0,"Molloy, Donald W.",0,DONALD W MOLLOY
1016,9,2022.0,1998.0,"Mollway, Susan Oki",0,SUSAN OKI MOLLWAY
1120,5,2022.0,2003.0,"Montalvo, Frank",0,FRANK  MONTALVO
1028,8,2022.0,1996.0,"Montgomery, Ann D.",0,ANN D MONTGOMERY
1057,8,2014.0,1995.0,"Moody, James Maxwell",0,JAMES MAXWELL MOODY
1057,8,2022.0,2014.0,"Moody, James Maxwell, Jr.",0,JAMES MAXWELL MOODY
1077,11,2022.0,2000.0,"Moody, James S., Jr.",0,JAMES S MOODY
1088,7,2022.0,1982.0,"Moody, James Tyne",0,JAMES TYNE MOODY
1121,4,2022.0,1997.0,"Moon, Norman K.",0,NORMAN K MOON
1077,11,2013.0,1981.0,"Moore, John Henry II",0,JOHN HENRY MOORE
6,6,2022.0,1995.0,"Moore, Karen Nelson",0,KAREN NELSON MOORE
1098,11,2022.0,1992.0,"Moore, Kevin Michael",0,KEVIN MICHAEL MOORE
13,13,2022.0,2006.0,"Moore, Kimberly Ann",0,KIMBERLY ANN MOORE
1009,10,2022.0,2013.0,"Moore, Raymond Paul",0,RAYMOND PAUL MOORE
1099,11,2022.0,1994.0,"Moore, William Theodore, Jr.",0,WILLIAM THEODORE MOORE
1096,11,2022.0,2018.0,"Moorer, Terry Fitzgerald",0,TERRY FITZGERALD MOORER
1106,5,2022.0,2019.0,"Morales, David Steven",0,DAVID STEVEN MORALES
1087,7,2009.0,1979.0,"Moran, James Byron",0,JAMES BYRON MORAN
1091,2,2022.0,1998.0,"Mordue, Norman A.",0,NORMAN A MORDUE
1002,9,2001.0,1998.0,"Moreno, Carlos R.",0,CARLOS R MORENO
1098,11,2022.0,1990.0,"Moreno, Federico A.",0,FEDERICO A MORENO
1072,4,2022.0,1992.0,"Morgan, Henry Coke, Jr.",0,HENRY COKE MORGAN
11,11,2001.0,1981.0,"Morgan, Lewis Render",0,LEWIS RENDER MORGAN
1003,7,2002.0,1979.0,"Morgan, Robert Dale",0,ROBERT DALE MORGAN
1061,5,2022.0,2012.0,"Morgan, Susie",0,SUSIE  MORGAN
10,10,2022.0,2014.0,"Moritz, Nancy Louise",0,NANCY LOUISE MORITZ
1031,9,2022.0,2013.0,"Morris, Brian Matthew",0,BRIAN MATTHEW MORRIS
1105,6,2022.0,2019.0,"Morrison, Sarah Daggett",0,SARAH DAGGETT MORRISON
1002,9,2016.0,1998.0,"Morrow, Margaret M.",0,MARGARET M MORROW
1120,5,2022.0,2002.0,"Moses, Alia",0,ALIA  MOSES
1097,9,2022.0,1995.0,"Moskowitz, Barry Ted",0,BARRY TED MOSKOWITZ
1041,9,2022.0,2003.0,"Mosman, Michael W.",0,MICHAEL W MOSMAN
1010,12,2022.0,2014.0,"Moss, Randolph Daniel",0,RANDOLPH DANIEL MOSS
1104,2,2005.0,1966.0,"Motley, Constance Baker",0,CONSTANCE BAKER MOTLEY
4,4,2022.0,1994.0,"Motz, Diana Jane Gribbon",0,DIANA JANE GRIBBON MOTZ
1025,4,2022.0,1985.0,"Motz, J. Frederick",0,J FREDERICK MOTZ
1086,11,2010.0,1970.0,"Moye, Charles Allen, Jr.",0,CHARLES ALLEN MOYE
1060,6,1999.0,1963.0,"Moynahan, Bernard Thomas, Jr.",0,BERNARD THOMAS MOYNAHAN
1006,9,2007.0,1964.0,"Muecke, Charles Andrew",0,CHARLES ANDREW MUECKE
1058,9,2022.0,2010.0,"Mueller, Kimberly Jo",0,KIMBERLY JO MUELLER
1081,3,2011.0,1970.0,"Muir, Malcolm",0,MALCOLM  MUIR
1104,2,2006.0,1987.0,"Mukasey, Michael B.",0,MICHAEL B MUKASEY
1115,4,2022.0,1990.0,"Mullen, Graham Calder",0,GRAHAM CALDER MULLEN
1081,3,2020.0,1998.0,"Munley, James Martin",0,JAMES MARTIN MUNLEY
1091,2,2008.0,1976.0,"Munson, Howard G.",0,HOWARD G MUNSON
1021,10,2020.0,1999.0,"Murguia, Carlos",0,CARLOS  MURGUIA
1006,9,2011.0,2000.0,"Murguia, Mary Helen",0,MARY HELEN MURGUIA
9,9,2022.0,2011.0,"Murguia, Mary Helen",0,MARY HELEN MURGUIA
4,4,2000.0,1979.0,"Murnaghan, Francis Dominic, Jr.",0,FRANCIS DOMINIC MURNAGHAN
8,8,2018.0,1994.0,"Murphy, Diana E.",0,DIANA E MURPHY
6,6,2022.0,2019.0,"Murphy, Eric Earl",0,ERIC EARL MURPHY
1100,7,2013.0,1998.0,"Murphy, G. Patrick",0,G PATRICK MURPHY
1086,11,2022.0,1977.0,"Murphy, Harold Lloyd",0,HAROLD LLOYD MURPHY
10,10,2022.0,1995.0,"Murphy, Michael R.",0,MICHAEL R MURPHY
1062,6,2022.0,2008.0,"Murphy, Stephen Joseph III",0,STEPHEN JOSEPH MURPHY
1025,4,1999.0,1971.0,"Murray, Herbert Frazier",0,HERBERT FRAZIER MURRAY
1051,1,2022.0,1995.0,"Murtha, John Garvan",0,JOHN GARVAN MURTHA
101,2,2022.0,1987.0,"Musgrave, R. Kenton",0,R KENTON MUSGRAVE
1066,4,2022.0,2019.0,"Myers, Richard Ernest II",0,RICHARD ERNEST MYERS
1003,7,2022.0,2011.0,"Myerscough, Sue Ellen",0,SUE ELLEN MYERSCOUGH
6,6,2022.0,2018.0,"Nalbandian, John Baylor",0,JOHN BAYLOR NALBANDIAN
1063,8,2008.0,1973.0,"Nangle, John Francis",0,JOHN FRANCIS NANGLE
2,2,2022.0,2019.0,"Nardini, William Joseph",0,WILLIAM JOSEPH NARDINI
1104,2,2022.0,2011.0,"Nathan, Alison Julie",0,ALISON JULIE NATHAN
1033,9,2022.0,2010.0,"Navarro, Gloria Maria",0,GLORIA MARIA NAVARRO
1081,3,2018.0,1963.0,"Nealon, William Joseph, Jr.",0,WILLIAM JOSEPH NEALON
1035,3,2022.0,2021.0,"Neals, Julien Xavier",0,JULIEN XAVIER NEALS
1111,6,2022.0,2007.0,"Neff, Janet T.",0,JANET T NEFF
6,6,2006.0,2005.0,"Neilson, Susan Bieke",0,SUSAN BIEKE NEILSON
6,6,2010.0,1985.0,"Nelson, David Aldrich",0,DAVID ALDRICH NELSON
9,9,2022.0,1979.0,"Nelson, Dorothy Wright",0,DOROTHY WRIGHT NELSON
1083,11,2003.0,1990.0,"Nelson, Edwin L.",0,EDWIN L NELSON
9,9,2022.0,2018.0,"Nelson, Ryan Douglas",0,RYAN DOUGLAS NELSON
1028,8,2022.0,2010.0,"Nelson, Susan Richard",0,SUSAN RICHARD NELSON
9,9,2011.0,1990.0,"Nelson, Thomas G.",0,THOMAS G NELSON
1098,11,2001.0,1983.0,"Nesbitt, Lenore Carrero",0,LENORE CARRERO NESBITT
1012,2,2009.0,1985.0,"Nevas, Alan Harris",0,ALAN HARRIS NEVAS
1062,6,2022.0,1979.0,"Newblatt, Stewart Albert",0,STEWART ALBERT NEWBLATT
1068,3,2005.0,1971.0,"Newcomer, Clarence Charles",0,CLARENCE CHARLES NEWCOMER
101,2,1999.0,1980.0,"Newman, Bernard",0,BERNARD  NEWMAN
2,2,2022.0,1979.0,"Newman, Jon Ormond",0,JON ORMOND NEWMAN
1105,6,2022.0,2020.0,"Newman, Michael Jay",0,MICHAEL JAY NEWMAN
13,13,2022.0,1984.0,"Newman, Pauline",0,PAULINE  NEWMAN
11,11,2022.0,2017.0,"Newsom, Kevin Christopher",0,KEVIN CHRISTOPHER NEWSOM
1002,9,2012.0,2009.0,"Nguyen, Jacqueline Hong-Ngoc",0,JACQUELINE HONG-NGOC NGUYEN
9,9,2022.0,2012.0,"Nguyen, Jacqueline Hong-Ngoc",0,JACQUELINE HONG-NGOC NGUYEN
1010,12,2022.0,2019.0,"Nichols, Carl John",0,CARL JOHN NICHOLS
1065,2,2002.0,1977.0,"Nickerson, Eugene Hoffman",0,EUGENE HOFFMAN NICKERSON
1025,4,2022.0,1990.0,"Nickerson, William M.",0,WILLIAM M NICKERSON
1097,9,1999.0,1971.0,"Nielsen, Leland Chris",0,LELAND CHRIS NIELSEN
1073,9,2022.0,1991.0,"Nielsen, William Fremming",0,WILLIAM FREMMING NIELSEN
1050,10,2022.0,2019.0,"Nielson, Howard Curtis, Jr.",0,HOWARD CURTIS NIELSON
4,4,2022.0,1990.0,"Niemeyer, Paul Victor",0,PAUL VICTOR NIEMEYER
1077,11,2003.0,1991.0,"Nimmons, Ralph Wilson, Jr.",0,RALPH WILSON NIMMONS
1082,6,2019.0,1980.0,"Nixon, John Trice",0,JOHN TRICE NIXON
9,9,2017.0,1985.0,"Noonan, John T., Jr.",0,JOHN T NOONAN
1087,7,2021.0,1982.0,"Nordberg, John Albert",0,JOHN ALBERT NORDBERG
1013,3,2022.0,2018.0,"Noreika, Maryellen",0,MARYELLEN  NOREIKA
1087,7,2022.0,1984.0,"Norgle, Charles Ronald, Sr.",0,CHARLES RONALD NORGLE
6,6,2022.0,1986.0,"Norris, Alan Eugene",0,ALAN EUGENE NORRIS
1119,6,2022.0,2018.0,"Norris, Mark Saalfield, Sr.",0,MARK SAALFIELD NORRIS
1025,4,2003.0,1961.0,"Northrop, Edward Skottowe",0,EDWARD SKOTTOWE NORTHROP
1046,4,2022.0,1990.0,"Norton, David C.",0,DAVID C NORTON
1009,10,2008.0,1989.0,"Nottingham, Edward Willis, Jr.",0,EDWARD WILLIS NOTTINGHAM
1072,4,2022.0,2019.0,"Novak, David John",0,DAVID JOHN NOVAK
1120,5,2022.0,1981.0,"Nowlin, James Robertson",0,JAMES ROBERTSON NOWLIN
1050,10,2022.0,2012.0,"Nuffer, David Ogden",0,DAVID OGDEN NUFFER
1092,6,2022.0,1995.0,"Nugent, Donald C.",0,DONALD C NUGENT
1058,9,2022.0,2013.0,"Nunley, Troy Lynne",0,TROY LYNNE NUNLEY
1017,9,2022.0,2017.0,"Nye, David Charles",0,DAVID CHARLES NYE
3,3,2022.0,1988.0,"Nygaard, Richard Lowell",0,RICHARD LOWELL NYGAARD
1089,8,2015.0,1978.0,"O'Brien, Donald Eugene",0,DONALD EUGENE OBRIEN
10,10,2022.0,2002.0,"O'Brien, Terrence L.",0,TERRENCE L OBRIEN
1002,9,2017.0,2013.0,"O'Connell, Beverly Reid",0,BEVERLY REID OCONNELL
1094,5,2022.0,2007.0,"O'Connor, Reed Charles",0,REED CHARLES OCONNOR
99,99,2022.0,1981.0,"O'Connor, Sandra Day",0,SANDRA DAY OCONNOR
1072,4,2022.0,2007.0,"O'Grady, Liam",0,LIAM  OGRADY
1086,11,2017.0,1970.0,"O'Kelley, William Clark",0,WILLIAM CLARK OKELLEY
1092,6,2010.0,1994.0,"O'Malley, Kathleen McDonald",0,KATHLEEN MCDONALD OMALLEY
13,13,2022.0,2010.0,"O'Malley, Kathleen McDonald",0,KATHLEEN MCDONALD OMALLEY
1062,6,2022.0,1994.0,"O'Meara, John Corbett",0,JOHN CORBETT OMEARA
1058,9,2022.0,2007.0,"O'Neill, Lawrence Joseph",0,LAWRENCE JOSEPH ONEILL
1068,3,2018.0,1983.0,"O'Neill, Thomas Newman, Jr.",0,THOMAS NEWMAN ONEILL
9,9,2022.0,1986.0,"O'Scannlain, Diarmuid Fionntain",0,DIARMUID FIONNTAIN OSCANNLAIN
1026,1,2022.0,1995.0,"O'Toole, George A., Jr.",0,GEORGE A OTOOLE
2,2,2007.0,1971.0,"Oakes, James Lowell",0,JAMES LOWELL OAKES
1010,12,2013.0,1977.0,"Oberdorfer, Louis Falk",0,LOUIS FALK OBERDORFER
1104,2,2022.0,2011.0,"Oetken, James Paul",0,JAMES PAUL OETKEN
5,5,2022.0,2018.0,"Oldham, Andrew Stephen",0,ANDREW STEPHEN OLDHAM
1002,9,2022.0,2013.0,"Olguin, Fernando Manzano",0,FERNANDO MANZANO OLGUIN
1092,6,2022.0,1994.0,"Oliver, Solomon, Jr.",0,SOLOMON  OLIVER
1106,5,2022.0,2015.0,"Olvera, Jose Rolando, Jr.",0,JOSE ROLANDO OLVERA
1035,3,2003.0,1995.0,"Orlofsky, Stephen Murray",0,STEPHEN MURRAY ORLOFSKY
1084,9,2022.0,2013.0,"Orrick, William Horsley III",0,WILLIAM HORSLEY ORRICK
1084,9,2003.0,1974.0,"Orrick, William Horsley, Jr.",0,WILLIAM HORSLEY ORRICK
1080,4,2022.0,2007.0,"Osteen, William Lindsay, Jr.",0,WILLIAM LINDSAY OSTEEN
1080,4,2007.0,1991.0,"Osteen, William Lindsay, Sr.",0,WILLIAM LINDSAY OSTEEN
1016,9,2022.0,2018.0,"Otake, Jill Aiko",0,JILL AIKO OTAKE
1002,9,2020.0,2003.0,"Otero, S. James",0,S JAMES OTERO
5,5,2022.0,2005.0,"Owen, Priscilla Richman",0,PRISCILLA RICHMAN OWEN
1104,2,2015.0,1973.0,"Owen, Richard",0,RICHARD  OWEN
9,9,2022.0,2014.0,"Owens, John Byron",0,JOHN BYRON OWENS
1078,11,2010.0,1972.0,"Owens, Wilbur Dawson, Jr.",0,WILBUR DAWSON OWENS
1103,5,2022.0,2007.0,"Ozerden, Halil Suleyman",0,HALIL SULEYMAN OZERDEN
1087,7,2022.0,2019.0,"Pacold, Martha Maria",0,MARTHA MARIA PACOLD
1068,3,2022.0,1992.0,"Padova, John R.",0,JOHN R PADOVA
1002,9,2000.0,1994.0,"Paez, Richard A.",0,RICHARD A PAEZ
9,9,2022.0,2000.0,"Paez, Richard A.",0,RICHARD A PAEZ
1098,11,2010.0,1979.0,"Paine, James Carriger",0,JAMES CARRIGER PAINE
1116,10,2022.0,2017.0,"Palk, Scott Lawrence",0,SCOTT LAWRENCE PALK
1087,7,2022.0,1998.0,"Pallmeyer, Rebecca R.",0,REBECCA R PALLMEYER
1086,11,2022.0,1999.0,"Pannell, Charles A., Jr.",0,CHARLES A PANNELL
1041,9,2018.0,1980.0,"Panner, Owen Murphy",0,OWEN MURPHY PANNER
1068,3,2022.0,2014.0,"Pappert, Gerald John",0,GERALD JOHN PAPPERT
2,2,2022.0,2019.0,"Park, Michael Hun",0,MICHAEL HUN PARK
1104,2,2001.0,1994.0,"Parker, Barrington Daniels, Jr.",0,BARRINGTON DANIELS PARKER
2,2,2022.0,2001.0,"Parker, Barrington Daniels, Jr.",0,BARRINGTON DANIELS PARKER
2,2,2003.0,1994.0,"Parker, Fred I.",0,FRED I PARKER
1036,10,2022.0,1987.0,"Parker, James Aubrey",0,JAMES AUBREY PARKER
1079,5,2014.0,1979.0,"Parker, John Victor",0,JOHN VICTOR PARKER
1062,6,2022.0,2014.0,"Parker, Linda Vivienne",0,LINDA VIVIENNE PARKER
5,5,2002.0,1994.0,"Parker, Robert Manley",0,ROBERT MANLEY PARKER
1119,6,2022.0,2018.0,"Parker, Thomas Lee Robinson",0,THOMAS LEE ROBINSON PARKER
1050,10,2022.0,2015.0,"Parrish, Jill N.",0,JILL N PARRISH
1084,9,2012.0,1980.0,"Patel, Marilyn Hall",0,MARILYN HALL PATEL
1104,2,2015.0,1988.0,"Patterson, Robert Porter, Jr.",0,ROBERT PORTER PATTERSON
1085,11,2016.0,1982.0,"Paul, Maurice Mitchell",0,MAURICE MITCHELL PAUL
1104,2,2021.0,1998.0,"Pauley, William H. III",0,WILLIAM H PAULEY
1067,10,2022.0,2001.0,"Payne, James H.",0,JAMES H PAYNE
1093,10,2022.0,2001.0,"Payne, James H.",0,JAMES H PAYNE
1116,10,2022.0,2001.0,"Payne, James H.",0,JAMES H PAYNE
1072,4,2022.0,1992.0,"Payne, Robert E.",0,ROBERT E PAYNE
1092,6,2022.0,2010.0,"Pearson, Benita Yalonda",0,BENITA YALONDA PEARSON
1122,9,2022.0,1999.0,"Pechman, Marsha J.",0,MARSHA J PECHMAN
7,7,2000.0,1970.0,"Pell, Wilbur Frank, Jr.",0,WILBUR FRANK PELL
1016,9,2000.0,1961.0,"Pence, Martin",0,MARTIN  PENCE
1010,12,2007.0,1979.0,"Penn, John Garrett",0,JOHN GARRETT PENN
1074,7,2022.0,2014.0,"Pepper, Pamela",0,PAMELA  PEPPER
1090,5,2012.0,1999.0,"Pepper, W. Allen, Jr.",0,W ALLEN PEPPER
1044,1,2020.0,1979.0,"P̩rez-Gim̩nez, Juan Manuel",0,JUAN MANUEL P̩REZ-GIM̩NEZ
1063,8,2022.0,1994.0,"Perry, Catherine D.",0,CATHERINE D PERRY
1046,4,2011.0,1979.0,"Perry, Matthew James, Jr.",0,MATTHEW JAMES PERRY
1123,7,2022.0,2014.0,"Peterson, James Donald",0,JAMES DONALD PETERSON
1073,9,2022.0,2010.0,"Peterson, Rosanna Malouf",0,ROSANNA MALOUF PETERSON
1045,1,2003.0,1966.0,"Pettine, Raymond James",0,RAYMOND JAMES PETTINE
1002,9,2015.0,1978.0,"Pfaelzer, Mariana R.",0,MARIANA R PFAELZER
10,10,2022.0,2013.0,"Phillips, Gregory Alan",0,GREGORY ALAN PHILLIPS
4,4,2017.0,1978.0,"Phillips, James Dickson, Jr.",0,JAMES DICKSON PHILLIPS
1112,8,2022.0,2012.0,"Phillips, Mary Elizabeth",0,MARY ELIZABETH PHILLIPS
1070,6,2022.0,2002.0,"Phillips, Thomas W.",0,THOMAS W PHILLIPS
1002,9,2022.0,1999.0,"Phillips, Virginia A.",0,VIRGINIA A PHILLIPS
1117,3,2019.0,2018.0,"Phipps, Peter Joseph",0,PETER JOSEPH PHIPPS
3,3,2022.0,2019.0,"Phipps, Peter Joseph",0,PETER JOSEPH PHIPPS
1103,5,2004.0,1990.0,"Pickering, Charles Willis, Sr.",0,CHARLES WILLIS PICKERING
5,5,2004.0,2004.0,"Pickering, Charles Willis, Sr.",0,CHARLES WILLIS PICKERING
1044,1,2011.0,1982.0,"Pieras, Jaime, Jr.",0,JAIME  PIERAS
1047,8,2022.0,1993.0,"Piersol, Lawrence L.",0,LAWRENCE L PIERSOL
12,12,2022.0,2013.0,"Pillard, Cornelia Thayer Livingston",0,CORNELIA THAYER LIVINGSTON PILLARD
1035,3,2015.0,2000.0,"Pisano, Joel A.",0,JOEL A PISANO
1063,8,2022.0,2019.0,"Pitlyk, Sarah Elizabeth",0,SARAH ELIZABETH PITLYK
1120,5,2022.0,2014.0,"Pitman, Robert Lee",0,ROBERT LEE PITMAN
1094,5,2022.0,2019.0,"Pittman, Mark Timothy",0,MARK TIMOTHY PITTMAN
1096,11,2012.0,1966.0,"Pittman, Thomas Virgil",0,THOMAS VIRGIL PITTMAN
13,13,2022.0,1989.0,"Plager, S. Jay",0,S JAY PLAGER
