court_num,circuit_num,end_year,start_year,judge_name,year,name_perm
13,13,2011.0,1982.0,"Friedman, Daniel Mortimer",0,D MORTIMER FRIEDMAN
1072,4,2011.0,1997.0,"Friedman, Jerome B.",0,J B FRIEDMAN
1010,12,2022.0,1994.0,"Friedman, Paul L.",0,P L FRIEDMAN
1010,12,2022.0,2017.0,"Friedrich, Dabney Langhorne",0,D LANGHORNE FRIEDRICH
1116,10,2022.0,2001.0,"Friot, Stephen P.",0,S P FRIOT
1093,10,2022.0,2007.0,"Frizzell, Gregory Kent",0,G KENT FRIZZELL
1105,6,2016.0,2003.0,"Frost, Gregory L.",0,G L FROST
1041,9,2011.0,1980.0,"Frye, Helen Jackson",0,H JACKSON FRYE
3,3,2022.0,2000.0,"Fuentes, Julio M.",0,J M FUENTES
1068,3,2018.0,1966.0,"Fullam, John Patrick",0,J PATRICK FULLAM
1076,11,2015.0,2002.0,"Fuller, Mark E.",0,M E FULLER
1120,5,2013.0,1994.0,"Furgeson, William Royal, Jr.",0,W ROYAL FURGESON
1104,2,2022.0,2012.0,"Furman, Jesse Matthew",0,J MATTHEW FURMAN
1044,1,2016.0,1985.0,"FustÃ©, JosÃ© Antonio",0,J ANTONIO FUSTÃ©
1062,6,2014.0,1988.0,"Gadola, Paul V.",0,P V GADOLA
1112,8,2022.0,1991.0,"Gaitan, Fernando J., Jr.",0,F J GAITAN
13,13,2012.0,1997.0,"Gajarsa, Arthur J.",0,A J GAJARSA
1068,3,2022.0,2019.0,"Gallagher, John Michael",0,J MICHAEL GALLAGHER
1025,4,2022.0,2019.0,"Gallagher, Stephanie Agli",0,S AGLI GALLAGHER
1065,2,2022.0,2000.0,"Garaufis, Nicholas",0,N  GARAUFIS
1025,4,2018.0,1989.0,"Garbis, Marvin J.",0,M J GARBIS
1058,9,2022.0,1984.0,"Garcia, Edward J.",0,E J GARCIA
1120,5,2002.0,1980.0,"Garcia, Hipolito Frank",0,H FRANK GARCIA
1120,5,2022.0,1994.0,"Garcia, Orlando Luis",0,O LUIS GARCIA
1106,5,2022.0,2011.0,"Garcia Marmolejo, Marina",0,M  GARCIA MARMOLEJO
1044,1,2022.0,2000.0,"Garcia-Gregory, Jay A.",0,J A GARCIA-GREGORY
1104,2,2022.0,2008.0,"Gardephe, Paul G.",0,P G GARDEPHE
1068,3,2017.0,2002.0,"Gardner, James Knoll",0,J KNOLL GARDNER
1078,11,2022.0,2014.0,"Gardner, Leslie Abrams",0,L ABRAMS GARDNER
12,12,2021.0,1997.0,"Garland, Merrick B.",0,M B GARLAND
1026,1,1999.0,1966.0,"Garrity, Wendell Arthur, Jr.",0,W ARTHUR GARRITY
3,3,2016.0,1973.0,"Garth, Leonard I.",0,L I GARTH
5,5,2011.0,1981.0,"Garwood, William Lockhart",0,W LOCKHART GARWOOD
5,5,2015.0,1991.0,"Garza, Emilio M.",0,E M GARZA
5,5,2004.0,1979.0,"Garza, Reynaldo Guerra",0,R GUERRA GARZA
1010,12,1999.0,1965.0,"Gasch, Oliver",0,O  GASCH
1092,6,2022.0,1995.0,"Gaughan, Patricia Anne",0,P ANNE GAUGHAN
1068,3,1999.0,1987.0,"Gawthrop, Robert S. III",0,R S GAWTHROP
1098,11,2022.0,2014.0,"Gayles, Darrin Phillip",0,D PHILLIP GAYLES
1002,9,2022.0,2010.0,"Gee, Dolly Maizie",0,D MAIZIE GEE
1044,1,2022.0,2006.0,"GelpÃ­, Gustavo Antonio, Jr.",0,G ANTONIO GELPÃ­
1033,9,2020.0,1984.0,"George, Lloyd D.",0,L D GEORGE
1114,2,2022.0,2013.0,"Geraci, Frank Paul, Jr.",0,F PAUL GERACI
1046,4,2022.0,2010.0,"Gergel, Richard Mark",0,R MARK GERGEL
1032,8,2022.0,2012.0,"Gerrard, John Melvin",0,J MELVIN GERRARD
1065,2,2022.0,1996.0,"Gershon, Nina",0,N  GERSHON
1026,1,2011.0,1994.0,"Gertner, Nancy",0,N  GERTNER
1087,7,2022.0,1994.0,"Gettleman, Robert William",0,R WILLIAM GETTLEMAN
1103,5,2020.0,1986.0,"Gex, Walter J. III",0,W J GEX
1119,6,2002.0,1983.0,"Gibbons, Julia Smith",0,J SMITH GIBBONS
6,6,2022.0,2002.0,"Gibbons, Julia Smith",0,J SMITH GIBBONS
1072,4,2022.0,2010.0,"Gibney, John Adrian, Jr.",0,J ADRIAN GIBNEY
1111,6,1999.0,1979.0,"Gibson, Benjamin F.",0,B F GIBSON
8,8,2001.0,1965.0,"Gibson, Floyd Robert",0,F ROBERT GIBSON
8,8,2014.0,1982.0,"Gibson, John R.",0,J R GIBSON
1117,3,2022.0,2003.0,"Gibson, Kim R.",0,K R GIBSON
1044,1,2004.0,1980.0,"Gierbolini-Ortiz, Gilberto",0,G  GIERBOLINI-ORTIZ
1100,7,2022.0,1992.0,"Gilbert, John Phil",0,J PHIL GILBERT
1068,3,2008.0,1979.0,"Giles, James Tyrone",0,J TYRONE GILES
1097,9,2001.0,1980.0,"Gilliam, Earl Ben",0,E BEN GILLIAM
1084,9,2022.0,2014.0,"Gilliam, Haywood Stirling, Jr.",0,H STIRLING GILLIAM
1016,9,2022.0,1994.0,"Gillmor, Helen W.",0,H W GILLMOR
6,6,2022.0,1997.0,"Gilman, Ronald Lee",0,R LEE GILMAN
1062,6,2010.0,1980.0,"Gilmore, Horace Weldon",0,H WELDON GILMORE
1106,5,2022.0,1994.0,"Gilmore, Vanessa D.",0,V D GILMORE
1071,5,2022.0,2011.0,"Gilstrap, James Rodney",0,J RODNEY GILSTRAP
12,12,2022.0,1986.0,"Ginsburg, Douglas Howard",0,D HOWARD GINSBURG
99,99,2020.0,1993.0,"Ginsburg, Ruth Bader",0,R BADER GINSBURG
1065,2,2022.0,1981.0,"Glasser, Israel Leo",0,I LEO GLASSER
1005,9,2022.0,2012.0,"Gleason, Sharon Louise",0,S LOUISE GLEASON
1065,2,2016.0,1994.0,"Gleeson, John",0,J  GLEESON
1094,5,2022.0,2002.0,"Godbey, David C.",0,D C GODBEY
11,11,2009.0,1981.0,"Godbold, John Cooper",0,J COOPER GODBOLD
1104,2,2011.0,1976.0,"Goettel, Gerard Louis",0,G LOUIS GOETTEL
1098,11,2022.0,1997.0,"Gold, Alan Stephen",0,A STEPHEN GOLD
1068,3,2022.0,2008.0,"Goldberg, Mitchell S.",0,M S GOLDBERG
101,2,2022.0,1991.0,"Goldberg, Richard W.",0,R W GOLDBERG
1068,3,2010.0,2006.0,"Golden, Thomas M.",0,T M GOLDEN
1062,6,2022.0,2010.0,"Goldsmith, Mark Allan",0,M ALLAN GOLDSMITH
1036,10,2022.0,2013.0,"Gonzales, Kenneth John",0,K JOHN GONZALES
1097,9,2013.0,1992.0,"Gonzalez, Irma Elsa",0,I ELSA GONZALEZ
1098,11,2022.0,1978.0,"Gonzalez, Jose Alejandro, Jr.",0,J ALEJANDRO GONZALEZ
9,9,2022.0,1971.0,"Goodwin, Alfred Theodore",0,A THEODORE GOODWIN
1116,10,2022.0,2018.0,"Goodwin, Charles Barnes",0,C BARNES GOODWIN
1107,4,2022.0,1995.0,"Goodwin, Joseph Robert",0,J ROBERT GOODWIN
1033,9,2022.0,2013.0,"Gordon, Andrew Patrick",0,A PATRICK GORDON
1080,4,2002.0,1964.0,"Gordon, Eugene Andrew",0,E ANDREW GORDON
101,2,2022.0,2006.0,"Gordon, Leo Maury",0,L MAURY GORDON
1074,7,2009.0,1967.0,"Gordon, Myron L.",0,M L GORDON
10,10,2017.0,2006.0,"Gorsuch, Neil M.",0,N M GORSUCH
99,99,2022.0,2017.0,"Gorsuch, Neil M.",0,N M GORSUCH
1026,1,2022.0,1992.0,"Gorton, Nathaniel M.",0,N M GORTON
1087,7,2022.0,1996.0,"Gottschall, Joan B.",0,J B GOTTSCHALL
9,9,2022.0,1999.0,"Gould, Ronald Murray",0,R MURRAY GOULD
9,9,2022.0,1998.0,"Graber, Susan",0,S  GRABER
1087,7,2019.0,1975.0,"Grady, John Francis",0,J FRANCIS GRADY
1098,11,2022.0,1991.0,"Graham, Donald L.",0,D L GRAHAM
1105,6,2022.0,1986.0,"Graham, James L.",0,J L GRAHAM
1096,11,2022.0,2002.0,"Granade, Callie V.",0,C V GRANADE
11,11,2022.0,2018.0,"Grant, Britt Cagle",0,B CAGLE GRANT
8,8,2022.0,2018.0,"Grasz, Leonard Steven",0,L STEVEN GRASZ
5,5,2022.0,2011.0,"Graves, James Earl, Jr.",0,J EARL GRAVES
1068,3,2007.0,1971.0,"Green, Clifford Scott",0,C SCOTT GREEN
1010,12,2022.0,1979.0,"Green, Joyce Hens",0,J HENS GREEN
1010,12,2001.0,1968.0,"Green, June Lazenby",0,J LAZENBY GREEN
1035,3,2010.0,1996.0,"Greenaway, Joseph A., Jr.",0,J A GREENAWAY
3,3,2022.0,2010.0,"Greenaway, Joseph A., Jr.",0,J A GREENAWAY
3,3,2021.0,1987.0,"Greenberg, Morton Ira",0,M IRA GREENBERG
1010,12,2000.0,1978.0,"Greene, Harold H.",0,H H GREENE
1050,10,2011.0,1985.0,"Greene, John Thomas, Jr.",0,J THOMAS GREENE
4,4,2022.0,2001.0,"Gregory, Roger L.",0,R L GREGORY
1104,2,2017.0,1972.0,"Griesa, Thomas Poole",0,T POOLE GRIESA
1074,7,2022.0,2002.0,"Griesbach, William C.",0,W C GRIESBACH
6,6,2022.0,2005.0,"Griffin, Richard Allen",0,R ALLEN GRIFFIN
12,12,2020.0,2005.0,"Griffith, Thomas Beall",0,T BEALL GRIFFITH
1025,4,2022.0,2021.0,"Griggsby, Lydia Kay",0,L KAY GRIGGSBY
1086,11,2022.0,2019.0,"Grimberg, Steven Daniel",0,S DANIEL GRIMBERG
1025,4,2022.0,2012.0,"Grimm, Paul William",0,P WILLIAM GRIMM
1102,8,2022.0,2002.0,"Gritzner, James E.",0,J E GRITZNER
1095,4,2022.0,2012.0,"Groh, Gina Marie",0,G MARIE GROH
101,2,2022.0,2016.0,"Groves, Jennifer Choe",0,J CHOE GROVES
8,8,2022.0,2004.0,"Gruender, Raymond W.",0,R W GRUENDER
1120,5,2022.0,2012.0,"Guaderrama, David Campos",0,D CAMPOS GUADERRAMA
1061,5,2022.0,2019.0,"Guidry, Greg Gerard",0,G GERARD GUIDRY
1002,9,2020.0,2006.0,"Guilford, Andrew J.",0,A J GUILFORD
1083,11,2016.0,1973.0,"Guin, Junius Foy, Jr.",0,J FOY GUIN
1103,5,2022.0,2004.0,"Guirola, Louis, Jr.",0,L  GUIROLA
1065,2,2022.0,2020.0,"Gujarati, Diane",0,D  GUJARATI
1002,9,2022.0,2007.0,"Gutierrez, Philip S.",0,P S GUTIERREZ
6,6,2022.0,1985.0,"Guy, Ralph B., Jr.",0,R B GUY
1087,7,2022.0,1999.0,"Guzman, Ronald A.",0,R A GUZMAN
1092,6,2022.0,1997.0,"Gwin, James S.",0,J S GWIN
1062,6,2000.0,1986.0,"Hackett, Barbara Kloka",0,B KLOKA HACKETT
1031,9,2022.0,2001.0,"Haddon, Sam E.",0,S E HADDON
1107,4,2004.0,1975.0,"Haden, Charles Harold II",0,C HAROLD HADEN
1033,9,2005.0,1993.0,"Hagen, David Warner",0,D WARNER HAGEN
1041,9,2022.0,1994.0,"Haggerty, Ancer Lee",0,A LEE HAGGERTY
1104,2,2022.0,1976.0,"Haight, Charles Sherman, Jr.",0,C SHERMAN HAIGHT
1110,5,2016.0,1991.0,"Haik, Richard T.",0,R T HAIK
1083,11,2022.0,2013.0,"Haikala, Madeline Hughes",0,M HUGHES HAIKALA
1117,3,2022.0,2019.0,"Haines, Stephanie Lou",0,S LOU HAINES
1109,6,2022.0,2014.0,"Hale, David Jason",0,D JASON HALE
9,9,2011.0,1984.0,"Hall, Cynthia Holcomb",0,C HOLCOMB HALL
1099,11,2022.0,2008.0,"Hall, James Randal",0,J RANDAL HALL
1012,2,2022.0,1997.0,"Hall, Janet C.",0,J C HALL
4,4,1999.0,1976.0,"Hall, Kenneth Keller",0,K KELLER HALL
2,2,2021.0,2004.0,"Hall, Peter W.",0,P W HALL
1107,4,2004.0,1983.0,"Hallanan, Elizabeth Virginia",0,E VIRGINIA HALLANAN
1104,2,2022.0,2020.0,"Halpern, Philip Morgan",0,P MORGAN HALPERN
1083,11,2003.0,1980.0,"Haltom, Elbert Bertram, Jr.",0,E BERTRAM HALTOM
4,4,2020.0,1991.0,"Hamilton, Clyde H.",0,C H HAMILTON
1101,7,2009.0,1994.0,"Hamilton, David Frank",0,D FRANK HAMILTON
7,7,2022.0,2009.0,"Hamilton, David Frank",0,D FRANK HAMILTON
1063,8,2022.0,1990.0,"Hamilton, Jean Constance",0,J CONSTANCE HAMILTON
1084,9,2022.0,2000.0,"Hamilton, Phyllis Jean",0,P JEAN HAMILTON
1083,11,2020.0,1973.0,"Hancock, James Hughes",0,J HUGHES HANCOCK
1096,11,2008.0,1971.0,"Hand, William Brevard",0,W BREVARD HAND
1106,5,2022.0,2002.0,"Hanen, Andrew S.",0,A S HANEN
1106,5,2022.0,2015.0,"Hanks, George Carol, Jr.",0,G CAROL HANKS
1101,7,2022.0,2018.0,"Hanlon, James Patrick",0,J PATRICK HANLON
1071,5,2003.0,1994.0,"Hannah, John H., Jr.",0,J H HANNAH
1068,3,2007.0,1969.0,"Hannum, John Berne",0,J BERNE HANNUM
1036,10,2022.0,1992.0,"Hansen, Curtis LeRoy",0,C LEROY HANSEN
8,8,2022.0,1991.0,"Hansen, David Rasmussen",0,D RASMUSSEN HANSEN
1117,3,2007.0,2003.0,"Hardiman, Thomas Michael",0,T MICHAEL HARDIMAN
3,3,2022.0,2007.0,"Hardiman, Thomas Michael",0,T MICHAEL HARDIMAN
1006,9,2010.0,1980.0,"Hardy, Charles Leach",0,C LEACH HARDY
1117,3,2022.0,2020.0,"Hardy, William Scott",0,W SCOTT HARDY
1106,5,2022.0,1989.0,"Harmon, Melinda",0,M  HARMON
1026,1,2022.0,1988.0,"Harrington, Edward Francis",0,E FRANCIS HARRINGTON
4,4,2022.0,2014.0,"Harris, Pamela Ann",0,P ANN HARRIS
1010,12,2001.0,1983.0,"Harris, Stanley S.",0,S S HARRIS
1087,7,2022.0,1982.0,"Hart, William Thomas",0,W THOMAS HART
10,10,2022.0,2001.0,"Hartz, Harris L.",0,H L HARTZ
1025,4,2017.0,1966.0,"Harvey, Alexander II",0,A  HARVEY
1062,6,2019.0,1973.0,"Harvey, James",0,J  HARVEY
1046,4,2022.0,2004.0,"Harwell, Robert Bryan",0,R BRYAN HARWELL
11,11,1999.0,1981.0,"Hatchett, Joseph Woodrow",0,J WOODROW HATCHETT
1031,9,2000.0,1979.0,"Hatfield, Paul Gerhart",0,P GERHART HATFIELD
1002,9,2022.0,1979.0,"Hatter, Terry J., Jr.",0,T J HATTER
1046,4,2005.0,1979.0,"Hawkins, Falcon Black, Jr.",0,F BLACK HAWKINS
9,9,2022.0,1994.0,"Hawkins, Michael Daly",0,M DALY HAWKINS
1035,3,2022.0,1997.0,"Hayden, Katharine Sweeney",0,K SWEENEY HAYDEN
1097,9,2022.0,2003.0,"Hayes, William Q.",0,W Q HAYES
5,5,2022.0,2008.0,"Haynes, Catharina",0,C  HAYNES
1082,6,2017.0,1999.0,"Haynes, William Joseph, Jr.",0,W JOSEPH HAYNES
1025,4,2022.0,2014.0,"Hazel, George Jarrod",0,G JARROD HAZEL
1106,5,2022.0,1981.0,"Head, Hayden Wilson, Jr.",0,H WILSON HEAD
8,8,2006.0,1966.0,"Heaney, Gerald William",0,G WILLIAM HEANEY
1071,5,2022.0,1995.0,"Heartfield, Thad",0,T  HEARTFIELD
1116,10,2022.0,2001.0,"Heaton, Joe L.",0,J L HEATON
1061,5,2014.0,1966.0,"Heebe, Frederick Jacob Reagan",0,F JACOB REAGAN HEEBE
1067,10,2022.0,2020.0,"Heil, John Frederick III",0,J FREDERICK HEIL
1093,10,2022.0,2020.0,"Heil, John Frederick III",0,J FREDERICK HEIL
1116,10,2022.0,2020.0,"Heil, John Frederick III",0,J FREDERICK HEIL
1104,2,2022.0,1998.0,"Hellerstein, Alvin K.",0,A K HELLERSTEIN
1092,6,2022.0,2012.0,"Helmick, Jeffrey James",0,J JAMES HELMICK
11,11,1999.0,1981.0,"Henderson, Albert John",0,A JOHN HENDERSON
12,12,2022.0,1990.0,"Henderson, Karen LeCraft",0,K LECRAFT HENDERSON
1084,9,2022.0,1980.0,"Henderson, Thelton Eugene",0,T EUGENE HENDERSON
1108,8,2022.0,1992.0,"Hendren, Jimm Larry",0,J LARRY HENDREN
1046,4,2022.0,2014.0,"Hendricks, Bruce Howe",0,B HOWE HENDRICKS
1094,5,2022.0,2019.0,"Hendrix, James Wesley",0,J WESLEY HENDRIX
10,10,2010.0,1994.0,"Henry, Robert Harlan",0,R HARLAN HENRY
1046,4,2022.0,1991.0,"Herlong, Henry Michael, Jr.",0,H MICHAEL HERLONG
1041,9,2022.0,2011.0,"Hernandez, Marco Antonio",0,M ANTONIO HERNANDEZ
1100,7,2019.0,1998.0,"Herndon, David R.",0,D R HERNDON
1036,10,2022.0,2004.0,"Herrera, Judith C.",0,J C HERRERA
1109,6,2015.0,1992.0,"Heyburn, John Gilpin II",0,J GILPIN HEYBURN
1087,7,2012.0,1999.0,"Hibbler, William J.",0,W J HIBBLER
1108,8,2022.0,2011.0,"Hickey, Susan Owens",0,S OWENS HICKEY
1033,9,2022.0,2001.0,"Hicks, Larry R.",0,L R HICKS
5,5,2022.0,1982.0,"Higginbotham, Patrick Errol",0,P ERROL HIGGINBOTHAM
1082,6,2018.0,1984.0,"Higgins, Thomas Aquinas",0,T AQUINAS HIGGINS
5,5,2022.0,2011.0,"Higginson, Stephen Andrew",0,S ANDREW HIGGINSON
1098,11,2015.0,1991.0,"Highsmith, Shelby",0,S  HIGHSMITH
11,11,2017.0,1981.0,"Hill, James Clinkscales",0,J CLINKSCALES HILL
1111,6,2002.0,1979.0,"Hillman, Douglas Woodruff",0,D WOODRUFF HILLMAN
1035,3,2022.0,2006.0,"Hillman, Noel Lawrence",0,N LAWRENCE HILLMAN
1026,1,2022.0,2012.0,"Hillman, Timothy Spafard",0,T SPAFARD HILLMAN
1072,4,2022.0,1985.0,"Hilton, Claude M.",0,C M HILTON
1006,9,2022.0,2020.0,"Hinderaker, John Charles",0,J CHARLES HINDERAKER
1085,11,2022.0,1996.0,"Hinkle, Robert Lewis",0,R LEWIS HINKLE
1106,5,2022.0,1983.0,"Hinojosa, Ricardo H.",0,R H HINOJOSA
1106,5,2022.0,1986.0,"Hittner, David",0,D  HITTNER
5,5,2022.0,2018.0,"Ho, James C.",0,J C HO
1076,11,2015.0,1980.0,"Hobbs, Truman McGill",0,T MCGILL HOBBS
1035,3,2015.0,1999.0,"Hochberg, Faith S.",0,F S HOCHBERG
1077,11,2022.0,1971.0,"Hodges, William Terrell",0,W TERRELL HODGES
1098,11,2017.0,1977.0,"Hoeveler, William Marcellin",0,W MARCELLIN HOEVELER
1041,9,2012.0,1991.0,"Hogan, Michael Robert",0,M ROBERT HOGAN
1010,12,2022.0,1982.0,"Hogan, Thomas Francis",0,T FRANCIS HOGAN
1002,9,2022.0,2020.0,"Holcomb, John William",0,J WILLIAM HOLCOMB
1087,7,2015.0,1985.0,"Holderman, James F.",0,J F HOLDERMAN
1005,9,2022.0,1984.0,"Holland, H[ezekiah] Russel",0,H RUSSEL HOLLAND
1025,4,2022.0,2010.0,"Hollander, Ellen Lipton",0,E LIPTON HOLLANDER
10,10,2014.0,1968.0,"Holloway, William Judson, Jr.",0,W JUDSON HOLLOWAY
10,10,2022.0,2006.0,"Holmes, Jerome A.",0,J A HOLMES
1057,8,2020.0,2004.0,"Holmes, J[ames] Leon",0,J LEON HOLMES
1108,8,2022.0,2011.0,"Holmes, Paul Kinloch III",0,P KINLOCH HOLMES
1093,10,2005.0,1994.0,"Holmes, Sven Erik",0,S ERIK HOLMES
1105,6,2011.0,1980.0,"Holschuh, John David",0,J DAVID HOLSCHUH
1104,2,2012.0,2003.0,"Holwell, Richard J.",0,R J HOLWELL
1077,11,2022.0,2009.0,"Honeywell, Charlene Vanessa Edwards",0,C VANESSA EDWARDS HONEYWELL
1062,6,2022.0,1994.0,"Hood, Denise Page",0,D PAGE HOOD
1060,6,2022.0,1990.0,"Hood, Joseph Martin",0,J MARTIN HOOD
1083,11,2022.0,2004.0,"Hopkins, Virginia Emerson",0,V EMERSON HOPKINS
1117,3,2022.0,2018.0,"Horan, Marilyn Jean",0,M JEAN HORAN
1117,3,2022.0,2011.0,"Hornak, Mark Raymond",0,M RAYMOND HORNAK
1024,1,2022.0,1990.0,"Hornby, David Brock",0,D BROCK HORNBY
1119,6,2006.0,1980.0,"Horton, Odell",0,O  HORTON
1046,4,2017.0,1979.0,"Houck, C[harles] Weston",0,C WESTON HOUCK
1097,9,2022.0,2003.0,"Houston, John A.",0,J A HOUSTON
1039,8,2022.0,2002.0,"Hovland, Daniel L.",0,D L HOVLAND
1096,11,2011.0,1986.0,"Howard, Alex T., Jr.",0,A T HOWARD
1057,8,2007.0,1980.0,"Howard, George, Jr.",0,G  HOWARD
1,1,2022.0,2002.0,"Howard, Jeffrey R.",0,J R HOWARD
1025,4,2000.0,1979.0,"Howard, Joseph Clemens",0,J CLEMENS HOWARD
1066,4,2022.0,1988.0,"Howard, Malcolm Jones",0,M JONES HOWARD
1077,11,2022.0,2007.0,"Howard, Marcia Morales",0,M MORALES HOWARD
1010,12,2022.0,2010.0,"Howell, Beryl Alaine",0,B ALAINE HOWELL
1106,5,2022.0,1988.0,"Hoyt, Kenneth M.",0,K M HOYT
1098,11,2022.0,2000.0,"Huck, Paul C.",0,P C HUCK
1072,4,2022.0,2002.0,"Hudson, Henry E.",0,H E HUDSON
1120,5,2016.0,1979.0,"Hudspeth, Harry Lee",0,H LEE HUDSPETH
1097,9,2022.0,1991.0,"Huff, Marilyn L.",0,M L HUFF
9,9,2017.0,1977.0,"Hug, Procter Ralph, Jr.",0,P RALPH HUG
1106,5,2022.0,1985.0,"Hughes, Lynn Nettleton",0,L NETTLETON HUGHES
13,13,2022.0,2013.0,"Hughes, Todd Michael",0,T MICHAEL HUGHES
11,11,2022.0,1997.0,"Hull, Frank M.",0,F M HULL
1070,6,2008.0,1983.0,"Hull, Thomas Gray",0,T GRAY HULL
1006,9,2022.0,2014.0,"Humetewa, Diane Joyce",0,D JOYCE HUMETEWA
1033,9,2022.0,2000.0,"Hunt, Roger L.",0,R L HUNT
1086,11,2022.0,1995.0,"Hunt, Willis B., Jr.",0,W B HUNT
1110,5,2002.0,1954.0,"Hunter, Edwin Ford, Jr.",0,E FORD HUNTER
1112,8,2003.0,1965.0,"Hunter, Elmo Bolton",0,E BOLTON HUNTER
1002,9,2004.0,1984.0,"Hupp, Harry Lindley",0,H LINDLEY HUPP
1091,2,2022.0,1999.0,"Hurd, David N.",0,D N HURD
1098,11,2022.0,1994.0,"Hurley, Daniel T. K.",0,D T K HURLEY
1065,2,2022.0,1991.0,"Hurley, Denis Reagan",0,D REAGAN HURLEY
9,9,2022.0,2012.0,"Hurwitz, Andrew David",0,A DAVID HURWITZ
1068,3,2007.0,1988.0,"Hutton, Herbert J.",0,H J HUTTON
1010,12,2022.0,1999.0,"Huvelle, Ellen Segal",0,E SEGAL HUVELLE
9,9,2022.0,2006.0,"Ikuta, Sandra Segal",0,S SEGAL IKUTA
1084,9,2022.0,1995.0,"Illston, Susan Yvonne",0,S YVONNE ILLSTON
1041,9,2022.0,2019.0,"Immergut, Karin Johanna",0,K JOHANNA IMMERGUT
1084,9,2002.0,1976.0,"Ingram, William Austin",0,W AUSTIN INGRAM
1035,3,2015.0,1992.0,"Irenas, Joseph Eron",0,J ERON IRENAS
1065,2,2022.0,2004.0,"Irizarry, Dora L.",0,D L IRIZARRY
1058,9,2022.0,1997.0,"Ishii, Anthony W.",0,A W ISHII
1106,5,2022.0,1994.0,"Jack, Janis Graham",0,J GRAHAM JACK
1010,12,2022.0,2011.0,"Jackson, Amy Berman",0,A BERMAN JACKSON
1079,5,2022.0,2010.0,"Jackson, Brian Anthony",0,B ANTHONY JACKSON
1063,8,2017.0,1992.0,"Jackson, Carol E.",0,C E JACKSON
1010,12,2021.0,2013.0,"Jackson, Ketanji Brown",0,K BROWN JACKSON
12,12,2022.0,2021.0,"Jackson, Ketanji Brown",0,K BROWN JACKSON
1072,4,2022.0,1993.0,"Jackson, Raymond Alvin",0,R ALVIN JACKSON
1009,10,2022.0,2011.0,"Jackson, Richard Brooke",0,R BROOKE JACKSON
1010,12,2004.0,1982.0,"Jackson, Thomas Penfield",0,T PENFIELD JACKSON
7,7,2022.0,2021.0,"Jackson-Akiwumi, Candace Rae",0,C RAE JACKSON-AKIWUMI
2,2,2022.0,1992.0,"Jacobs, Dennis G.",0,D G JACOBS
1110,5,2022.0,1998.0,"James, Robert Gillespie",0,R GILLESPIE JAMES
1111,6,2022.0,2020.0,"Jarbou, Hala Yalda",0,H YALDA JARBOU
1102,8,2022.0,2007.0,"Jarvey, John Alfred",0,J ALFRED JARVEY
1070,6,2007.0,1984.0,"Jarvis, James Howard II",0,J HOWARD JARVIS
1050,10,2022.0,1978.0,"Jenkins, Bruce Sterling",0,B STERLING JENKINS
1084,9,2008.0,1997.0,"Jenkins, Martin J.",0,M J JENKINS
1109,6,2022.0,2018.0,"Jennings, Rebecca Grady",0,R GRADY JENNINGS
1084,9,2014.0,1986.0,"Jensen, Delwen Lowell",0,D LOWELL JENSEN
1056,10,2022.0,1985.0,"Johnson, Alan Bond",0,A BOND JOHNSON
11,11,1999.0,1981.0,"Johnson, Frank Minis, Jr.",0,F MINIS JOHNSON
1083,11,2022.0,1998.0,"Johnson, Inge Prytz",0,I PRYTZ JOHNSON
1103,5,2022.0,2020.0,"Johnson, Kristi Haskins",0,K HASKINS JOHNSON
1010,12,2003.0,1980.0,"Johnson, Norma Holloway",0,N HOLLOWAY JOHNSON
5,5,2002.0,1979.0,"Johnson, Samuel D., Jr.",0,S D JOHNSON
1065,2,2022.0,1991.0,"Johnson, Sterling, Jr.",0,S  JOHNSON
1036,10,2022.0,2001.0,"Johnson, William Paul",0,W PAUL JOHNSON
1087,7,2022.0,2020.0,"Johnston, Iain David",0,I DAVID JOHNSTON
1107,4,2022.0,2006.0,"Johnston, Thomas E.",0,T E JOHNSTON
1109,6,2013.0,1977.0,"Johnstone, Edward Huggins",0,E HUGGINS JOHNSTONE
1062,6,2017.0,1972.0,"Joiner, Charles Wycliffe",0,C WYCLIFFE JOINER
1104,2,2013.0,1995.0,"Jones, Barbara S.",0,B S JONES
1116,10,2022.0,2019.0,"Jones, Bernard M.",0,B M JONES
5,5,2022.0,1985.0,"Jones, Edith Hollan",0,E HOLLAN JONES
1121,4,2022.0,1996.0,"Jones, James Parker",0,J PARKER JONES
1047,8,2022.0,1981.0,"Jones, John Bailey",0,J BAILEY JONES
1081,3,2022.0,2002.0,"Jones, John E. III",0,J E JONES
1097,9,2009.0,1994.0,"Jones, Napoleon A., Jr.",0,N A JONES
6,6,2002.0,1979.0,"Jones, Nathaniel Raphael",0,N RAPHAEL JONES
1122,9,2022.0,2007.0,"Jones, Richard A.",0,R A JONES
1033,9,2022.0,2003.0,"Jones, Robert Clive",0,R CLIVE JONES
1041,9,2022.0,1990.0,"Jones, Robert Edward",0,R EDWARD JONES
1086,11,2022.0,2011.0,"Jones, Steve CarMichael",0,S CARMICHAEL JONES
1115,4,2002.0,1967.0,"Jones, Woodrow Wilson",0,W WILSON JONES
1111,6,2022.0,2007.0,"Jonker, Robert James",0,R JAMES JONKER
1098,11,2012.0,1999.0,"Jordan, Adalberto Jose",0,A JOSE JORDAN
11,11,2022.0,2012.0,"Jordan, Adalberto Jose",0,A JOSE JORDAN
